,Trajectory,Drug,Disease list,Disease Consensus Name List,PubMed count,PubMed count avg
837,89,Grepafloxacin,"['G35', 'H46', 'F32', 'F34', 'F48']","['multiple sclerosis', 'optic neuritis', 'depressive episode', 'persistent mood [affective] disorders', 'neurotic disorders']","[0, 0, 0, 0, 0]",0.0
838,208,Sevoflurane,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']","['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']","[6, 78, 110, 9, 31, 54, 2386, 33]",338.375
839,377,Demecarium,"['G81', 'G40', 'G41']","['hemiplegia', 'epilepsy', 'status epilepticus']","[0, 0, 0]",0.0
840,242,Methyclothiazide,"['N97', 'D13', 'K80', 'K81', 'K82']","['female infertility', 'benign neoplasm of ill-defined parts of digestive system', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[0, 0, 0, 0, 0]",0.0
841,12,Mesoridazine,"['D64', 'D69', 'D70']","['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']","[0, 0]",0.0
842,279,Omega-3 fatty acids,"['F06', 'F48', 'F32', 'F40', 'F44', 'D16', 'F11', 'F22', 'F51', 'J00', 'J37', 'L28', 'N89']","['mental disorders due to brain damage and dysfunction and to physical disease', 'neurotic disorders', 'depressive episode', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'benign neoplasm of bone and articular cartilage', 'mental and behavioural disorders due to use of opioids', 'persistent delusional disorders', 'sleep disorders', 'acute nasopharyngitis [common cold]', 'chronic laryngitis and laryngotracheitis', 'lichen simplex chronicus and prurigo', 'noninflammatory disorders of vagina']","[4936, 3, 70, 4, 0, 110, 5, 0, 112, 25, 5, 1, 0]",405.46153846153845
843,300,Abemaciclib,"['I70', 'I77']","['atherosclerosis', 'disorders of arteries and arterioles']","[0, 5]",2.5
844,122,Irinotecan,"['F17', 'J20', 'J44', 'J43', 'J96']","['mental and behavioural disorders due to use of tobacco', 'acute bronchitis', 'chronic obstructive pulmonary disease', 'emphysema', 'respiratory failure']","[0, 0, 1, 2, 20]",4.6
845,48,Hydromorphone,"['F60', 'F91']","['specific personality disorders', 'conduct disorders']","[0, 18]",9.0
846,44,Seratrodast,"['F11', 'F13', 'F19']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']","[0, 2, 0]",0.6666666666666666
847,20,Blonanserin,"['F98', 'J11', 'J38', 'L50']","['behavioural and emotional disorders with onset usually occurring in childhood and adolescence', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']","[69, 0, 0, 0]",17.25
848,176,Pazopanib,"['D53', 'F10', 'G62', 'I85', 'K74', 'F12']","['nutritional anaemias', 'mental and behavioural disorders due to use of alcohol', 'polyneuropathies', 'oesophageal varices', 'fibrosis and cirrhosis of liver', 'mental and behavioural disorders due to use of cannabinoids']","[1, 0, 0, 13, 0]",2.8
849,65_103,Fluciclovine (18F),"['B18', 'F10', 'F11', 'F12', 'F13', 'F14', 'F19']","['chronic viral hepatitis', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of cannabinoids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']","[0, 0, 0, 0, 0, 0, 0]",0.0
850,219,Lenvatinib,"['D21', 'D25', 'K66', 'N73', 'N80', 'N83', 'N84', 'N85', 'N88', 'N92', 'N94']","['benign neoplasms of connective and soft tissue', 'leiomyoma of uterus', 'disorders of peritoneum', 'female pelvic inflammatory diseases', 'endometriosis', 'noninflammatory disorders of ovary, fallopian tube and broad ligament', 'polyp of female genital tract', 'noninflammatory disorders of uterus, except cervix', 'noninflammatory disorders of cervix uteri', 'excessive, frequent and irregular menstruation', 'pain and conditions associated with female genital organs and menstrual cycle']","[32, 0, 1, 1, 2, 0, 0, 0, 0, 1]",3.7
851,126,Alteplase,"['G40', 'G93', 'G41']","['epilepsy', 'disorders of brain', 'status epilepticus']","[85, 2556, 22]",887.6666666666666
852,204,Dapsone,"['I25', 'I42', 'I50', 'I44', 'I51']","['chronic ischaemic heart disease', 'cardiomyopathy', 'heart failure', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease']","[1, 8, 11, 3, 1302]",265.0
853,184,Guanidine,"['F48', 'G25', 'G47']","['neurotic disorders', 'extrapyramidal and movement disorders', 'sleep disorders']","[7, 849, 164]",340.0
854,44,Octocrylene,"['F11', 'F13', 'F19']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']","[0, 1, 0]",0.3333333333333333
855,284,Quetiapine,"['G93', 'G40', 'G41']","['disorders of brain', 'epilepsy', 'status epilepticus']","[504, 53, 10]",189.0
856,89,Coccidioides immitis spherule,"['G35', 'H46', 'F32', 'F34', 'F48']","['multiple sclerosis', 'optic neuritis', 'depressive episode', 'persistent mood [affective] disorders', 'neurotic disorders']","[0, 0, 0, 0, 0]",0.0
857,274,Insulin Detemir,"['E16', 'E10', 'E13', 'G63']","['disorders of pancreatic internal secretion', 'insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'polyneuropathy in diseases classified elsewhere']","[0, 324, 7, 0]",82.75
858,403,Albendazole,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']","[9, 2, 55, 54]",30.0
859,279,Tipranavir,"['F06', 'F48', 'F32', 'F40', 'F44', 'D16', 'F11', 'F22', 'F51', 'J00', 'J37', 'L28', 'N89']","['mental disorders due to brain damage and dysfunction and to physical disease', 'neurotic disorders', 'depressive episode', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'benign neoplasm of bone and articular cartilage', 'mental and behavioural disorders due to use of opioids', 'persistent delusional disorders', 'sleep disorders', 'acute nasopharyngitis [common cold]', 'chronic laryngitis and laryngotracheitis', 'lichen simplex chronicus and prurigo', 'noninflammatory disorders of vagina']","[5, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",0.5384615384615384
860,438,Grepafloxacin,"['K85', 'K86', 'C23', 'K80', 'K81', 'K82']","['acute pancreatitis', 'diseases of pancreas', 'malignant neoplasm of gallbladder', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[1, 0, 0, 0, 0, 1]",0.3333333333333333
861,219,Enzalutamide,"['D21', 'D25', 'K66', 'N73', 'N80', 'N83', 'N84', 'N85', 'N88', 'N92', 'N94']","['benign neoplasms of connective and soft tissue', 'leiomyoma of uterus', 'disorders of peritoneum', 'female pelvic inflammatory diseases', 'endometriosis', 'noninflammatory disorders of ovary, fallopian tube and broad ligament', 'polyp of female genital tract', 'noninflammatory disorders of uterus, except cervix', 'noninflammatory disorders of cervix uteri', 'excessive, frequent and irregular menstruation', 'pain and conditions associated with female genital organs and menstrual cycle']","[49, 0, 0, 0, 0, 0, 0, 0, 2, 1]",5.2
862,403,Fluspirilene,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']","[0, 0, 0, 0]",0.0
863,47,Eltrombopag,"['F41', 'F45']","['anxiety disorders', 'somatoform disorders']","[1, 0]",0.5
864,193,Ertugliflozin,"['M51', 'M43', 'M48', 'G54', 'G57', 'M40', 'M54', 'M96']","['intervertebral disk disorders', 'deforming dorsopathies', 'spondylopathies', 'nerve root and plexus disorders', 'mononeuropathies of lower limb', 'kyphosis and lordosis', 'dorsalgia', 'postprocedural musculoskeletal disorders']","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
865,383_412,Canakinumab,"['G95', 'M48']","['diseases of spinal cord', 'spondylopathies']","[2, 3]",2.5
866,242,Phenyl salicylate,"['N97', 'D13', 'K80', 'K81', 'K82']","['female infertility', 'benign neoplasm of ill-defined parts of digestive system', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[0, 0, 0, 0, 0]",0.0
867,236,Demecarium,"['N04', 'A69', 'B99', 'E07', 'I10', 'I31', 'I46', 'I71', 'J03', 'J30', 'J41', 'J42', 'J81', 'J84', 'K55', 'K75', 'L50', 'L98', 'M86', 'N30', 'E26', 'N03']","['nephrotic syndrome', 'spirochaetal infections', 'infectious diseases', 'disorders of thyroid', 'essential (primary) hypertension', 'diseases of pericardium', 'cardiac arrest', 'aortic aneurysm and dissection', 'acute tonsillitis', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'chronic bronchitis', 'pulmonary oedema', 'interstitial pulmonary diseases', 'vascular disorders of intestine', 'inflammatory liver diseases', 'urticaria', 'disorders of skin and subcutaneous tissue', 'osteomyelitis', 'cystitis', 'hyperaldosteronism', 'chronic nephritic syndrome']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
868,219,Clobetasol propionate,"['D21', 'D25', 'K66', 'N73', 'N80', 'N83', 'N84', 'N85', 'N88', 'N92', 'N94']","['benign neoplasms of connective and soft tissue', 'leiomyoma of uterus', 'disorders of peritoneum', 'female pelvic inflammatory diseases', 'endometriosis', 'noninflammatory disorders of ovary, fallopian tube and broad ligament', 'polyp of female genital tract', 'noninflammatory disorders of uterus, except cervix', 'noninflammatory disorders of cervix uteri', 'excessive, frequent and irregular menstruation', 'pain and conditions associated with female genital organs and menstrual cycle']","[11, 0, 0, 3, 0, 0, 0, 0, 0, 4, 4]",2.0
869,387,Niflumic Acid,"['H40', 'H47']","['glaucoma', 'disorders of optic [2nd] nerve and visual pathways']","[3, 0]",1.5
870,382,Trabectedin,"['G93', 'I46']","['disorders of brain', 'cardiac arrest']","[9, 2]",5.5
871,122,Clopidogrel,"['F17', 'J20', 'J44', 'J43', 'J96']","['mental and behavioural disorders due to use of tobacco', 'acute bronchitis', 'chronic obstructive pulmonary disease', 'emphysema', 'respiratory failure']","[1, 2, 43, 3, 45]",18.8
872,147,Baricitinib,"['K76', 'N28', 'B37']","['diseases of liver', 'disorders of kidney and ureter', 'candidiasis']","[36, 39, 8]",27.666666666666668
873,122,Diphenylpyraline,"['F17', 'J20', 'J44', 'J43', 'J96']","['mental and behavioural disorders due to use of tobacco', 'acute bronchitis', 'chronic obstructive pulmonary disease', 'emphysema', 'respiratory failure']","[0, 0, 0, 0, 0]",0.0
874,335,Desmopressin,"['B36', 'C15', 'C23', 'C32', 'C51', 'C52', 'C69', 'C76', 'D03', 'D31', 'D46', 'D59', 'D89', 'E20', 'E46', 'E53', 'E72', 'F05', 'F09', 'G12', 'G24', 'G31', 'G90', 'H01', 'H21', 'H31', 'H49', 'H57', 'I06', 'I22', 'I33', 'I81', 'J11', 'J12', 'K06', 'K14', 'K41', 'K46', 'L08', 'L24', 'L53', 'L82', 'L84', 'L85', 'M00', 'M11', 'N32', 'N36']","['superficial mycoses', 'malignant neoplasm of oesophagus', 'malignant neoplasm of gallbladder', 'malignant neoplasm of larynx', 'malignant neoplasm of vulva', 'malignant neoplasm of vagina', 'malignant neoplasm of eye and adnexa', 'malignant neoplasm of ill-defined sites', 'melanoma in situ', 'benign neoplasm of eye and adnexa', 'myelodysplastic syndromes', 'acquired haemolytic anaemia', 'disorders involving the immune mechanism', 'hypoparathyroidism', 'protein-energy malnutrition', 'deficiency of b group vitamins', 'disorders of amino-acid metabolism', 'delirium', 'organic or symptomatic mental disorder', 'spinal muscular atrophy and related syndromes', 'dystonia', 'degenerative diseases of nervous system', 'disorders of autonomic nervous system', 'inflammation of eyelid', 'disorders of iris and ciliary body', 'disorders of choroid', 'paralytic strabismus', 'disorders of eye and adnexa', 'rheumatic aortic valve diseases', 'subsequent myocardial infarction', 'acute and subacute endocarditis', 'portal vein thrombosis', 'influenza virus', 'viral pneumonia', 'disorders of gingiva and edentulous alveolar ridge', 'diseases of tongue', 'femoral hernia', 'abdominal hernia', 'local infections of skin and subcutaneous tissue', 'irritant contact dermatitis', 'erythematous conditions', 'seborrhoeic keratosis', 'corns and callosities', 'epidermal thickening', 'pyogenic arthritis', 'crystal arthropathies', 'disorders of bladder', 'disorders of urethra']","[0, 0, 0, 0, 0, 1, 11, 0, 0, 13, 2, 0, 5, 2, 0, 1, 57, 9, 71, 137, 3, 2, 29, 0, 2, 0, 0, 24, 0, 2, 0, 2, 0, 20, 2, 0, 3, 18, 0, 5, 0, 0, 0, 0, 1, 130, 4]",11.829787234042554
875,249,Rasagiline,"['C22', 'C38', 'C49', 'C78', 'D61']","['malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of heart, mediastinum and pleura', 'malignant neoplasm of connective and soft tissue', 'secondary malignant neoplasm of respiratory and digestive organs', 'aplastic anaemias']","[2, 0, 0, 0, 0]",0.4
876,123,Reserpine,"['F33', 'F40', 'F42']","['recurrent depressive disorder', 'phobic anxiety disorders', 'obsessive-compulsive disorder']","[1, 0, 5]",2.0
877,403,Trimebutine,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']","[0, 0, 0, 2]",0.5
878,117,Ephedrine,"['E10', 'E14', 'E11']","['insulin-dependent diabetes mellitus', 'diabetes mellitus', 'non-insulin-dependent diabetes mellitus']","[12, 61, 8]",27.0
879,342_420,Morphine,"['C43', 'C44', 'L57']","['malignant melanoma of skin', 'malignant neoplasms of skin', 'skin changes due to chronic exposure to nonionising radiation']","[2, 120]",61.0
880,52,Collagenase clostridium histolyticum,"['J20', 'J00']","['acute bronchitis', 'acute nasopharyngitis [common cold]']","[0, 0]",0.0
881,65_103,Methoxamine,"['B18', 'F10', 'F11', 'F12', 'F13', 'F14', 'F19']","['chronic viral hepatitis', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of cannabinoids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']","[0, 9, 0, 69, 1, 0]",13.166666666666666
882,20,Cyproheptadine,"['F98', 'J11', 'J38', 'L50']","['behavioural and emotional disorders with onset usually occurring in childhood and adolescence', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']","[1120, 3, 3, 284]",352.5
883,74,Prucalopride,"['E06', 'E10', 'E14', 'E16']","['thyroiditis', 'insulin-dependent diabetes mellitus', 'diabetes mellitus', 'disorders of pancreatic internal secretion']","[5, 1, 0]",2.0
884,167,Fludiazepam,"['C53', 'D06', 'C54', 'C55', 'N87']","['malignant neoplasm of cervix uteri', 'carcinoma in situ of cervix uteri', 'malignant neoplasm of corpus uteri', 'malignant neoplasm of uterus, part', 'dysplasia of cervix uteri']","[0, 0, 0, 0, 0]",0.0
885,236,Fenofibric acid,"['N04', 'A69', 'B99', 'E07', 'I10', 'I31', 'I46', 'I71', 'J03', 'J30', 'J41', 'J42', 'J81', 'J84', 'K55', 'K75', 'L50', 'L98', 'M86', 'N30', 'E26', 'N03']","['nephrotic syndrome', 'spirochaetal infections', 'infectious diseases', 'disorders of thyroid', 'essential (primary) hypertension', 'diseases of pericardium', 'cardiac arrest', 'aortic aneurysm and dissection', 'acute tonsillitis', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'chronic bronchitis', 'pulmonary oedema', 'interstitial pulmonary diseases', 'vascular disorders of intestine', 'inflammatory liver diseases', 'urticaria', 'disorders of skin and subcutaneous tissue', 'osteomyelitis', 'cystitis', 'hyperaldosteronism', 'chronic nephritic syndrome']","[1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0]",0.3333333333333333
886,44,Levallorphan,"['F11', 'F13', 'F19']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']","[55, 45, 0]",33.333333333333336
887,278,Oxyphencyclimine,"['F10', 'F19', 'D52', 'G93', 'I46', 'K26', 'M80']","['mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'folate deficiency anaemia', 'disorders of brain', 'cardiac arrest', 'duodenal ulcer', 'osteoporosis with pathological fracture']","[1, 0, 0, 0, 0, 6, 0]",1.0
888,278,"Antihemophilic factor, human recombinant","['F10', 'F19', 'D52', 'G93', 'I46', 'K26', 'M80']","['mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'folate deficiency anaemia', 'disorders of brain', 'cardiac arrest', 'duodenal ulcer', 'osteoporosis with pathological fracture']","[0, 0, 0, 11, 3, 0, 0]",2.0
889,115,Naphazoline,"['D50', 'D64', 'E03', 'K51', 'E06']","['iron deficiency anaemia', 'anaemias', 'hypothyroidism', 'ulcerative colitis', 'thyroiditis']","[0, 0, 0, 0, 2]",0.4
890,148_222,Testosterone undecanoate,"['K80', 'K81', 'K82', 'K83']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract']","[0, 0, 0, 0]",0.0
891,236,Busulfan,"['N04', 'A69', 'B99', 'E07', 'I10', 'I31', 'I46', 'I71', 'J03', 'J30', 'J41', 'J42', 'J81', 'J84', 'K55', 'K75', 'L50', 'L98', 'M86', 'N30', 'E26', 'N03']","['nephrotic syndrome', 'spirochaetal infections', 'infectious diseases', 'disorders of thyroid', 'essential (primary) hypertension', 'diseases of pericardium', 'cardiac arrest', 'aortic aneurysm and dissection', 'acute tonsillitis', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'chronic bronchitis', 'pulmonary oedema', 'interstitial pulmonary diseases', 'vascular disorders of intestine', 'inflammatory liver diseases', 'urticaria', 'disorders of skin and subcutaneous tissue', 'osteomyelitis', 'cystitis', 'hyperaldosteronism', 'chronic nephritic syndrome']","[3, 0, 127, 33, 2, 3, 4, 12, 0, 6, 0, 3, 14, 54, 2, 6, 1, 174, 0, 129, 0, 0]",26.045454545454547
